Sent,Word,Tag
sent: 5,ne,Other
sent: 5,tum,Other
sent: 5,logon,Other
sent: 5,ki,Other
sent: 5,okat,Other
sent: 5,tumhe,Other
sent: 5,dikha,Other
sent: 5,di,Other
sent: 5,Ab,Other
sent: 5,#EVM,Other
sent: 5,ka,Other
sent: 5,bhana,Other
sent: 5,",",Other
sent: 5,jo,Other
sent: 5,MCD,Other
sent: 5,k,Other
sent: 5,Baad,Other
sent: 5,khtam,Other
""
sent: 6,Ye,Other
sent: 6,chote,Other
sent: 6,phaisale,Other
sent: 6,lene,Other
sent: 6,se,Other
sent: 6,kuch,Other
sent: 6,nahi,Other
sent: 6,hoga,Other
sent: 6,@PMOIndia,B-Per
sent: 6,@narendramodi,B-Per
sent: 6,Lena,Other
sent: 6,hai,Other
sent: 6,to,Other
sent: 6,strong,Other
sent: 6,action,Other
sent: 6,lo,Other
sent: 6,nahi,Other
sent: 6,to,Other
sent: 6,chod,Other
sent: 6,do,Other
sent: 6,0,Other
""
sent: 7,Naqli,Other
sent: 7,note,Other
sent: 7,ke,Other
sent: 7,liye,Other
sent: 7,#NoteBandi,Other
sent: 7,ho,Other
sent: 7,sakti,Other
sent: 7,hai,Other
sent: 7,to,Other
sent: 7,naqli,Other
sent: 7,vote,Other
sent: 7,ke,Other
sent: 7,liye,Other
sent: 7,#EVMBandi,Other
sent: 7,kyo,Other
sent: 7,nahi.,Other
""
sent: 8,@BoscoUnchained,B-Per
sent: 8,Wahi,Other
sent: 8,tracker,Other
sent: 8,na,Other
sent: 8,jo,Other
sent: 8,2000,Other
sent: 8,ki,Other
sent: 8,note,Other
sent: 8,me,Other
sent: 8,"tha,",Other
sent: 8,phir,Other
sent: 8,ek,Other
sent: 8,baar,Other
sent: 8,#Notebandi,Other
sent: 8,karo,Other
sent: 8,Modiji,B-Per
sent: 8,0,Other
""
sent: 9,aur,Other
sent: 9,#NoteBandi,Other
sent: 9,Naxal,B-Org
sent: 9,",",Other
sent: 9,Aatankwad,B-Org
sent: 9,aur,Other
sent: 9,paththarwazon,B-Org
sent: 9,ki,Other
sent: 9,kamar,Other
sent: 9,tod,Other
sent: 9,degi,Other
sent: 9,0,Other
sent: 9,desh,B-Org
sent: 9,ki,Other
sent: 9,sari,Other
sent: 9,problm,Other
sent: 9,khatm,Other
sent: 9,ho,Other
sent: 9,chuki,Other
sent: 9,hn,Other
sent: 9,-PM,B-Per
sent: 9,modi,I-Per
sent: 9,jai,Other
sent: 9,hind,Other
""
sent: 10,#notebandi,Other
sent: 10,ke,Other
sent: 10,baad,Other
sent: 10,bhi,Other
sent: 10,aam,Other
sent: 10,janta,B-Org
sent: 10,ke,Other
sent: 10,#bankaccount,Other
sent: 10,me,Other
sent: 10,15,Other
sent: 10,laakh,Other
sent: 10,rs,Other
sent: 10,nahi,Other
sent: 10,aaye,Other
sent: 10,@PMOIndia,B-Per
sent: 10,akele,Other
sent: 10,sabka,Other
sent: 10,paisa,Other
sent: 10,kaise,Other
sent: 10,ghot,Other
sent: 10,sakte,Other
sent: 10,hain,Other
sent: 10,@sambitswaraj,B-Per
""
sent: 11,Suna,Other
sent: 11,hai,Other
sent: 11,#Notebandi,Other
sent: 11,se,Other
sent: 11,atankiyo,Other
sent: 11,ki,Other
sent: 11,#Nasbandi,Other
sent: 11,karni,Other
sent: 11,thi,Other
sent: 11,Kaka,Other
sent: 11,Contraceptive,Other
sent: 11,lekar,Other
sent: 11,gae,Other
sent: 11,the,Other
sent: 11,par,Other
sent: 11,Viagra,Other
sent: 11,gift,Other
sent: 11,kar,Other
sent: 11,ke,Other
sent: 11,aa,Other
sent: 11,gae,Other
sent: 11,#NoteBandi,Other
""
sent: 12,Fake,Other
sent: 12,currency,Other
sent: 12,",",Other
sent: 12,aatankvad,B-Org
sent: 12,",",Other
sent: 12,corruption,Other
sent: 12,San,Other
sent: 12,khatam,Other
sent: 12,honai,Other
sent: 12,wala,Other
sent: 12,tha,Other
sent: 12,#notebandi,Other
sent: 12,sa,Other
sent: 12,?,Other
sent: 12,Kyo,Other
sent: 12,n,Other
sent: 12,hua,Other
sent: 12,?,Other
sent: 12,Sawal,Other
sent: 12,puchna,Other
sent: 12,ki,Other
sent: 12,himmat,Other
sent: 12,hai,Other
sent: 12,sir,Other
sent: 12,?,Other
""
sent: 13,NaMo,B-Per
sent: 13,to,Other
sent: 13,Bihar,B-Loc
sent: 13,:,Other
sent: 13,Mitron,Other
sent: 13,",",Other
sent: 13,aaj,Other
sent: 13,raat,Other
sent: 13,8,Other
sent: 13,bje,Other
sent: 13,se,Other
sent: 13,tejaswi,Other
sent: 13,(,Other
sent: 13,₹,Other
sent: 13,1000,Other
sent: 13,),Other
sent: 13,&,Other
sent: 13,tejP,Other
sent: 13,(,Other
sent: 13,₹,Other
sent: 13,500,Other
sent: 13,),Other
sent: 13,valid,Other
sent: 13,nahi,Other
sent: 13,rahenge,Other
sent: 13,0,Other
sent: 13,#notebandi,Other
sent: 13,#NitishGharWapsi,Other
""
sent: 14,@KumarIve,B-Per
sent: 14,#hajam,I-Per
sent: 14,kese,Other
sent: 14,hogi,Other
sent: 14,0,Other
sent: 14,#modiji,B-Per
sent: 14,ney,Other
sent: 14,#notebandi,Other
sent: 14,aur,Other
sent: 14,#GST,Other
sent: 14,lakar,Other
sent: 14,desh,B-Org
sent: 14,badal,Other
sent: 14,diya,Other
sent: 14,0,Other
sent: 14,ab,Other
sent: 14,#Antibited,Other
sent: 14,tablet,Other
sent: 14,bhi,Other
sent: 14,aagai,Other
sent: 14,dhekhlo,Other
sent: 14,wtsaap,Other
""
sent: 15,@TimesNow,B-Org
sent: 15,imagine,Other
sent: 15,the,Other
sent: 15,mentality,Other
sent: 15,..,Other
sent: 15,#notebandi,Other
sent: 15,aur,Other
sent: 15,#nasbandi,Other
sent: 15,mein,Other
sent: 15,fark,Other
sent: 15,hi,Other
sent: 15,pata,Other
sent: 15,aur,Other
sent: 15,inhe,Other
sent: 15,PM,B-Per
sent: 15,ban,Other
sent: 15,na,Other
sent: 15,hai,Other
sent: 15,0,Other
sent: 15,#GathbandhanWithGhotala,Other
""
sent: 16,#NoteBandi,Other
sent: 16,hui,Other
sent: 16,fail,Other
sent: 16,bhakto,Other
sent: 16,bajao,Other
sent: 16,taali,Other
sent: 16,ab,Other
sent: 16,kaho,Other
sent: 16,sanghi,Other
sent: 16,modi,B-Per
sent: 16,is,Other
sent: 16,great,Other
sent: 16,mera,Other
sent: 16,desh,B-Org
sent: 16,badal,Other
sent: 16,raha,Other
sent: 16,hai,Other
sent: 16,aur,Other
sent: 16,aache,Other
sent: 16,din,Other
sent: 16,aa,Other
sent: 16,gaye,Other
""
sent: 17,Jo,Other
sent: 17,haal,Other
sent: 17,70,Other
sent: 17,saal,Other
sent: 17,se,Other
sent: 17,ab,Other
sent: 17,tak,Other
sent: 17,nahi,Other
sent: 17,hua,Other
sent: 17,#Notebandi,Other
sent: 17,#GST,Other
sent: 17,#FDI,Other
sent: 17,#UNEMPLOYMENT,Other
sent: 17,#more,Other
""
sent: 18,@ArvindKejriwal,B-Per
sent: 18,Modi,B-Per
sent: 18,Ji,I-Per
sent: 18,k,Other
sent: 18,3,Other
sent: 18,maar,Other
sent: 18,me,Other
sent: 18,pehli,Other
sent: 18,maar,Other
sent: 18,#Notebandi,Other
sent: 18,to,Other
sent: 18,aap,Other
sent: 18,ko,Other
sent: 18,barbad,Other
sent: 18,kiya,Other
sent: 18,Lekin,Other
sent: 18,sab,Other
sent: 18,Vyaapari,Other
sent: 18,3,Other
sent: 18,maar,Other
sent: 18,se,Other
sent: 18,khush,Other
sent: 18,hai,Other
sent: 18,Iss,Other
sent: 18,liye,Other
sent: 18,to,Other
sent: 18,Log,Other
sent: 18,BJP,B-Org
sent: 18,ko,Other
sent: 18,har,Other
sent: 18,chunav,Other
sent: 18,me,Other
sent: 18,Jita,Other
sent: 18,rahe,Other
""
sent: 19,SirJi,Other
sent: 19,",",Other
sent: 19,FDI,Other
sent: 19,to,Other
sent: 19,Single,Other
sent: 19,brand,Other
sent: 19,me,Other
sent: 19,approve,Other
sent: 19,hai,Other
sent: 19,",",Other
sent: 19,Multibrand,Other
sent: 19,me,Other
sent: 19,nahi,Other
sent: 19,Logo,Other
sent: 19,ko,Other
sent: 19,gumraah,Other
sent: 19,karne,Other
sent: 19,k,Other
sent: 19,liye,Other
sent: 19,sharm,Other
sent: 19,nahi,Other
""
""
sent: 21,#AadhaarCard,Other
sent: 21,banane,Other
sent: 21,lambi,Other
sent: 21,line,Other
sent: 21,mein,Other
sent: 21,khade,Other
sent: 21,hue,Other
sent: 21,log,Other
sent: 21,kya,Other
sent: 21,itni,Other
sent: 21,aasaani,Other
sent: 21,se,Other
sent: 21,#notebandi,Other
sent: 21,aur,Other
sent: 21,#GST,Other
sent: 21,ki,Other
sent: 21,taqleefein,Other
sent: 21,bhool,Other
sent: 21,gaye,Other
sent: 21,?,Other
sent: 21,Kya,Other
sent: 21,hum,Other
sent: 21,bina,Other
sent: 21,koi,Other
sent: 21,virodh,Other
sent: 21,kiye,Other
sent: 21,phir,Other
sent: 21,mushkilon,Other
sent: 21,mein,Other
sent: 21,dhakele,Other
sent: 21,ja,Other
sent: 21,rahe,Other
sent: 21,hain?,Other
""
sent: 22,@narendramodi,B-Per
sent: 22,jab,Other
sent: 22,aapne,Other
sent: 22,#notebandi,Other
sent: 22,ki,Other
sent: 22,janta,B-Org
sent: 22,ne,Other
sent: 22,aapka,Other
sent: 22,dukh,Other
sent: 22,sehte,Other
sent: 22,hue,Other
sent: 22,bhi,Other
sent: 22,pura,Other
sent: 22,saath,Other
sent: 22,diya,Other
sent: 22,0,Other
sent: 22,Bas,Other
sent: 22,usi,Other
sent: 22,tarah,Other
sent: 22,is,Other
sent: 22,#reservation,Other
sent: 22,ke,Other
sent: 22,kide,Other
sent: 22,ko,Other
sent: 22,bhi,Other
sent: 22,sanvidhan,Other
sent: 22,se,Other
sent: 22,nikal,Other
sent: 22,dijiye,Other
sent: 22,0,Other
sent: 22,pura,Other
sent: 22,desh,B-Org
sent: 22,samarthan,Other
sent: 22,dega.,Other
sent: 22,Reservation,Other
sent: 22,nahi,Other
sent: 22,Give,Other
sent: 22,economic,Other
sent: 22,support,Other
sent: 22,to,Other
sent: 22,EBC,Other
sent: 22,'s,Other
sent: 22,which,Other
sent: 22,shouldn,Other
sent: 22,'t,Other
sent: 22,be,Other
sent: 22,caste,Other
sent: 22,based,Other
sent: 22,0,Other
""
sent: 23,#notebandi,Other
sent: 23,ke,Other
sent: 23,bad,Other
sent: 23,sahab,Other
sent: 23,kaha,Other
sent: 23,gaye,Other
sent: 23,the,Other
sent: 23,parliament,Other
sent: 23,mein,Other
sent: 23,attendance,Other
sent: 23,kioo,Other
sent: 23,nahi,Other
sent: 23,diye,Other
sent: 23,the,Other
sent: 23,jo,Other
sent: 23,aaj,Other
sent: 23,PAPA,Other
sent: 23,ke,Other
sent: 23,PAPPI,Other
sent: 23,bhonk,Other
sent: 23,rahe,Other
sent: 23,hai,Other
sent: 23,twitter,B-Org
sent: 23,per,Other
""
sent: 24,#Gst,Other
sent: 24,lagu,Other
sent: 24,kar,Other
sent: 24,k,Other
sent: 24,vedesh,B-Org
sent: 24,bhagega,Other
sent: 24,uske,Other
sent: 24,bad,Other
sent: 24,waha,Other
sent: 24,s,Other
sent: 24,kutte,Other
sent: 24,ki,Other
sent: 24,trh,Other
sent: 24,bhokega,Other
sent: 24,#bhaiyao#behano,Other
sent: 24,acche,Other
sent: 24,din,Other
sent: 24,aagaye,Other
sent: 24,hai,Other
sent: 24,..,Other
""
sent: 25,Jaise,Other
sent: 25,#NoteBandi,Other
sent: 25,se,Other
sent: 25,Pura,Other
sent: 25,desh,B-Org
sent: 25,ko,Other
sent: 25,Faida,Other
sent: 25,hua,Other
sent: 25,Hai,Other
sent: 25,aise,Other
sent: 25,#GSTBill,Other
sent: 25,bi,Other
sent: 25,hogi,Other
sent: 25,Kal,Other
sent: 25,pura,Other
sent: 25,furniture,Other
sent: 25,shop,Other
sent: 25,wale,Other
sent: 25,strike,Other
sent: 25,kiye,Other
sent: 25,the,Other
sent: 25,chandigarh,B-Loc
sent: 25,mein,Other
""
sent: 26,Isme,Other
sent: 26,koi,Other
sent: 26,doubt,Other
sent: 26,nahi,Other
sent: 26,ki,Other
sent: 26,#noteBandi,Other
sent: 26,abhitak,Other
sent: 26,ka,Other
sent: 26,sabse,Other
sent: 26,bada,Other
sent: 26,#ArthikGhotala,Other
sent: 26,hai,Other
sent: 26,jo,Other
sent: 26,maine,Other
sent: 26,aj,Other
sent: 26,se,Other
sent: 26,4,Other
sent: 26,-,Other
sent: 26,5,Other
sent: 26,mahine,Other
sent: 26,pahle,Other
sent: 26,hi,Other
sent: 26,kaha,Other
sent: 26,tha.,Other
sent: 26,#GafeeboKiKamarTodDi,Other
""
""
sent: 28,kaha,Other
sent: 28,to,Other
sent: 28,gaya,Other
sent: 28,tha,Other
sent: 28,ki,Other
sent: 28,#notebandi,Other
sent: 28,se,Other
sent: 28,interest,Other
sent: 28,rate,Other
sent: 28,badhega,Other
sent: 28,per,Other
sent: 28,yaha,Other
sent: 28,to,Other
sent: 28,ulta,Other
sent: 28,hi,Other
sent: 28,ho,Other
sent: 28,reha,Other
sent: 28,hai,Other
sent: 28,0,Other
""
""
sent: 30,Lekin,Other
sent: 30,fir,Other
sent: 30,bhi,Other
sent: 30,#SamratModi,B-Per
sent: 30,Mahan,Other
sent: 30,hain,Other
sent: 30,0,Other
sent: 30,Unhone,Other
sent: 30,#Notebandi,Other
sent: 30,se,Other
sent: 30,desh,B-Org
sent: 30,ki,Other
sent: 30,janta,Other
sent: 30,ka,Other
sent: 30,dil,Other
sent: 30,aur,Other
sent: 30,elections,Other
sent: 30,jeete,Other
sent: 30,hain,Other
""
""
sent: 32,@ravishndtv,B-Per
sent: 32,Mera,Other
sent: 32,gaon,Other
sent: 32,bilkul,Other
sent: 32,dehat,Other
sent: 32,me,Other
sent: 32,hai,Other
sent: 32,",",Other
sent: 32,jab,Other
sent: 32,mere,Other
sent: 32,gaon,Other
sent: 32,me,Other
sent: 32,#notebandi,Other
sent: 32,ki,Other
sent: 32,news,Other
sent: 32,pahuch,Other
sent: 32,sakti,Other
sent: 32,to,Other
sent: 32,kahin,Other
sent: 32,bhi,Other
sent: 32,ja,Other
sent: 32,sakti,Other
sent: 32,hai,Other
sent: 32,",",Other
sent: 32,ye,Other
sent: 32,aisa,Other
sent: 32,news,Other
sent: 32,hai,Other
sent: 32,0,Other
""
sent: 33,almost,Other
sent: 33,sabhi,Other
sent: 33,#MPs,B-Per
sent: 33,ko,Other
sent: 33,malum,Other
sent: 33,tha,Other
sent: 33,ki,Other
sent: 33,#NoteBandi,Other
sent: 33,hogi,Other
sent: 33,lekin,Other
sent: 33,#public,B-Org
sent: 33,ko,Other
sent: 33,pta,Other
sent: 33,nhi,Other
sent: 33,tha,Other
sent: 33,to,Other
sent: 33,kaise,Other
sent: 33,kahe,Other
sent: 33,hum,Other
sent: 33,aazad,Other
sent: 33,hai,Other
sent: 33,?,Other
""
sent: 34,#NOTEBANDI,Other
sent: 34,AAJ,Other
sent: 34,SAB,Other
sent: 34,DALIT,B-Org
sent: 34,SAMAJDAR,Other
sent: 34,HAIN,Other
sent: 34,BAHUTLOG,Other
sent: 34,KO,Other
sent: 34,UMMED,Other
sent: 34,THEE,Other
sent: 34,BAHINJI,B-Per
sent: 34,ISS,Other
sent: 34,CRUSIAL,Other
sent: 34,STAGE,Other
sent: 34,ME,Other
sent: 34,GAREEBON,B-Per
sent: 34,KO,Other
sent: 34,",",Other
sent: 34,KUCH,Other
sent: 34,PAISA,Other
sent: 34,BANT,Other
sent: 34,DENGI,Other
sent: 34,PER,Other
sent: 34,NAHI,Other
sent: 34,BANTA,Other
sent: 34,@radhacharandas,B-Per
sent: 34,#notebandi,Other
""
sent: 35,@narendramodi,B-Per
sent: 35,Tera,Other
sent: 35,hardwork,Other
sent: 35,dekh,Other
sent: 35,kar,Other
sent: 35,Harvard,B-Org
sent: 35,wale,Other
sent: 35,bhi,Other
sent: 35,sharma,Other
sent: 35,gaye,Other
sent: 35,kis,Other
sent: 35,ulloo,Other
sent: 35,ne,Other
sent: 35,kaha,Other
sent: 35,tha,Other
sent: 35,#notebandi,Other
sent: 35,karne,Other
sent: 35,ko,Other
sent: 35,",",Other
sent: 35,RBI,B-Org
sent: 35,ki,Other
sent: 35,saakh,Other
sent: 35,mitti,Other
sent: 35,mein,Other
sent: 35,mila,Other
sent: 35,di,Other
""
""
sent: 37,#NoteBandi,Other
sent: 37,ke,Other
sent: 37,9th,Other
sent: 37,month,Other
sent: 37,mein,Other
sent: 37,Vikas,Other
sent: 37,kisi,Other
sent: 37,samay,Other
sent: 37,bhi,Other
sent: 37,ho,Other
sent: 37,sakta,Other
sent: 37,hai,Other
sent: 37,0,Other
sent: 37,@jalajboy,Other
sent: 37,@rsaraf007,Other
""
""
sent: 39,Reality,Other
sent: 39,Ye,Other
sent: 39,Hai,Other
sent: 39,...,Other
sent: 39,#NoteBandi,Other
sent: 39,Fail,Other
sent: 39,Ho,Other
sent: 39,Gayi,Other
sent: 39,Hai,Other
sent: 39,13,Other
sent: 39,Lakh,Other
sent: 39,Carore,Other
sent: 39,ki,Other
sent: 39,jagah,Other
sent: 39,17,Other
sent: 39,Lakh,Other
sent: 39,Carore,Other
sent: 39,Aa,Other
sent: 39,Gaye,Other
sent: 39,Hai,Other
""
sent: 40,#sushilvaswani,B-Per
sent: 40,#notebandi,Other
""
sent: 41,#NoteBandi,Other
sent: 41,aur,Other
sent: 41,#GST,Other
sent: 41,jaise,Other
sent: 41,desition,Other
sent: 41,lena,Other
sent: 41,matlb,Other
sent: 41,khud,Other
sent: 41,khushi,Other
sent: 41,hai,Other
sent: 41,...,Other
sent: 41,Aisa,Other
sent: 41,desh,B-Org
sent: 41,ke,Other
sent: 41,liye,Other
sent: 41,koi,Other
sent: 41,aur,Other
sent: 41,to,Other
sent: 41,nhi,Other
sent: 41,kar,Other
sent: 41,sakta,Other
sent: 41,Or,Other
sent: 41,jis,Other
sent: 41,trh,Other
sent: 41,se,Other
sent: 41,#Notebandi,Other
sent: 41,humara,Other
sent: 41,diwala,Other
sent: 41,nikalne,Other
sent: 41,k,Other
sent: 41,baad,Other
sent: 41,flop,Other
sent: 41,hua,Other
sent: 41,tha,Other
sent: 41,...,Other
sent: 41,thk,Other
sent: 41,usi,Other
sent: 41,#GST,Other
sent: 41,v,Other
sent: 41,humara,Other
sent: 41,diwala,Other
sent: 41,nikaal,Other
sent: 41,k,Other
sent: 41,flop,Other
sent: 41,ho,Other
sent: 41,jayega,Other
sent: 41,....,Other
""
sent: 42,bas,Other
sent: 42,#Notebandi,Other
sent: 42,aur,Other
sent: 42,#GST,Other
sent: 42,ke,Other
sent: 42,name,Other
sent: 42,pr,Other
sent: 42,corporate,B-Org
sent: 42,&,I-Org
sent: 42,Vip,I-Org
sent: 42,k,Other
sent: 42,Bhala,Other
sent: 42,krne,Other
sent: 42,ke,Other
sent: 42,liye,Other
sent: 42,h,Other
sent: 42,bas,Other
sent: 42,#TripleTalaq,Other
""
""
sent: 44,@abhisar_sharma,B-Per
sent: 44,#Notebandi,Other
sent: 44,ki,Other
sent: 44,wajah,Other
sent: 44,se,Other
sent: 44,Srijan,Other
sent: 44,scam,Other
sent: 44,ujagar,Other
sent: 44,hua,Other
sent: 44,",",Other
sent: 44,paisa,Other
sent: 44,janha,Other
sent: 44,Ka,Other
sent: 44,tanha,Other
sent: 44,fas,Other
sent: 44,gya,Other
sent: 44,thA,Other
sent: 44,",",Other
sent: 44,ye,Other
sent: 44,tamacha,Other
sent: 44,nahi,Other
sent: 44,to,Other
sent: 44,or,Other
sent: 44,kya,Other
sent: 44,hai,Other
sent: 44,..,Other
""
sent: 45,#notebandi,Other
sent: 45,is,Other
sent: 45,a,Other
sent: 45,biggest,Other
sent: 45,scam,Other
sent: 45,0,Other
sent: 45,13,Other
sent: 45,dec,Other
sent: 45,0,Other
sent: 45,tak,Other
sent: 45,12,Other
sent: 45,0,Other
sent: 45,14,Other
sent: 45,lakh,Other
sent: 45,cro,Other
sent: 45,vapak,Other
sent: 45,aa,Other
sent: 45,gaya,Other
sent: 45,thai,Other
sent: 45,0,Other
sent: 45,@awasthis,B-Per
sent: 45,@AMISHDEVGAN,B-Per
sent: 45,@sardanarohit,B-Per
sent: 45,Uske,Other
sent: 45,Baad,Other
sent: 45,aap,Other
sent: 45,bole,Other
sent: 45,#notebandi,Other
sent: 45,se,Other
sent: 45,something,Other
sent: 45,kucch,Other
sent: 45,hajarcaror,Other
sent: 45,rupye,Other
sent: 45,banko,Other
sent: 45,mein,Other
sent: 45,jama,Other
sent: 45,huye,Other
sent: 45,to,Other
sent: 45,fir,Other
sent: 45,vo,Other
sent: 45,aap,Other
sent: 45,ne,Other
sent: 45,kis,Other
sent: 45,kam,Other
sent: 45,mein,Other
sent: 45,lagaye,Other
sent: 45,@narendramodi,B-Per
""
""
sent: 47,Mitronnnnnnn,Other
sent: 47,..,Other
sent: 47,y,Other
sent: 47,word,Other
sent: 47,use,Other
sent: 47,na,Other
sent: 47,kara,Other
sent: 47,....,Other
sent: 47,kuch,Other
sent: 47,#notebandi,Other
sent: 47,wali,Other
sent: 47,feeling,Other
sent: 47,aati,Other
sent: 47,hai,Other
sent: 47,!,Other
""
sent: 48,Note,Other
sent: 48,phenk,Other
sent: 48,k,Other
sent: 48,koyi,Other
sent: 48,bhi,Other
sent: 48,Election,Other
sent: 48,Jeet,Other
sent: 48,Sakta,Other
sent: 48,hain,Other
sent: 48,..,Other
sent: 48,But,Other
sent: 48,...,Other
sent: 48,#Notebandi,Other
sent: 48,Karke,Other
sent: 48,Ek,Other
sent: 48,hi,Other
sent: 48,Insaan,Other
sent: 48,Election,Other
sent: 48,Jeet,Other
sent: 48,Sakta,Other
sent: 48,hai,Other
sent: 48,..,Other
sent: 48,Woh,Other
sent: 48,hai,Other
sent: 48,#NarendraModi,B-Per
sent: 48,ji,I-Per
sent: 48,#GujaratVerdict,B-Loc
sent: 48,#thoughtoftheday,Other
sent: 48,#GujaratElection2017,Other
sent: 48,#HimachalVerdict,B-Loc
sent: 48,#GujaratResults,Other
""
sent: 49,#notebandi,Other
sent: 49,effect,Other
sent: 49,hai,Other
sent: 49,bhir,Other
sent: 49,BHI,Other
sent: 49,#vikash,Other
sent: 49,to,Other
sent: 49,sabka,Other
sent: 49,sath,Other
sent: 49,sabka,Other
sent: 49,Vikash,Other
sent: 49,me,Other
sent: 49,hai,Other
sent: 49,#GujratstandwithModi,B-Loc
sent: 49,#GujaratVerdict,I-Loc
sent: 49,#GujaratResults,I-Loc
sent: 49,#ElectionResults,Other
sent: 49,#AssemblyElections2017,Other
sent: 49,#GujaratElection,Other
sent: 49,#GujaratElection2017,Other
""
sent: 50,#Notebandi,Other
sent: 50,me,Other
sent: 50,line,Other
sent: 50,me,Other
sent: 50,log,Other
sent: 50,mare,Other
sent: 50,atm,Other
sent: 50,ki,Other
sent: 50,aur,Other
sent: 50,bank,B-Org
sent: 50,ki,Other
sent: 50,0,Other
sent: 50,Ab,Other
sent: 50,iske,Other
sent: 50,hone,Other
sent: 50,se,Other
sent: 50,ghar,B-Loc
sent: 50,ghar,I-Loc
sent: 50,mout,Other
sent: 50,naachegi,Other
sent: 50,suiside,Other
sent: 50,se,Other
sent: 50,0,Other
sent: 50,#Harharmodighargharmodi,Other
sent: 50,0,Other
sent: 50,Ab,Other
sent: 50,bhuktto,Other
sent: 50,0,Other
""
""
sent: 52,Tumko,Other
sent: 52,aur,Other
sent: 52,@OfficeOfRG,Other
sent: 52,ko,Other
sent: 52,ek,Other
sent: 52,hi,Other
sent: 52,jhatake,Other
sent: 52,#NoteBandi,Other
sent: 52,me,Other
sent: 52,bhikhmanga,Other
sent: 52,bana,Other
sent: 52,diya.Ab,Other
sent: 52,tumhare,Other
sent: 52,jaise,Other
sent: 52,#BlackMoneyHolder,Other
sent: 52,jindagi,Other
sent: 52,bhar,Other
sent: 52,bheekh,Other
sent: 52,mangega,Other
sent: 52,0,Other
""
sent: 53,#NoteBandi,Other
sent: 53,ka,Other
sent: 53,zakhm,Other
sent: 53,bhara,Other
sent: 53,nahi,Other
sent: 53,ki,Other
